-1.400175373626172615e+00 6.977288245972708136e-01 4.868255126738891270e-01 3.396721927419164011e-01 2.369990797901949664e-01 1.653610893726475406e-01 1.153771985221016122e-01 8.050199711015192106e-02 5.616856382139919640e-02 3.919042601442165180e-02 2.734428987850872489e-02 1.907889923637894058e-02 1.331189793880844553e-02 9.288094902003649067e-03 6.480571538722909239e-03 4.521681562431662492e-03 3.154907561758594700e-03 2.201269944778865874e-03 1.535889491191857288e-03 1.071634369400594877e-03
-1.252766135839742390e+00 7.148159936743646581e-01 5.109619048126693430e-01 3.652437417184143387e-01 2.610820681697913481e-01 1.866256379893476147e-01 1.334029908644677742e-01 9.535859147391673174e-02 6.816384631981557696e-02 4.872460753976565889e-02 3.482912875493102828e-02 2.489641827976840985e-02 1.779635797158527280e-02 1.272112130724342878e-02 9.093260967889343904e-03 6.500008374502135727e-03 4.646309945111436537e-03 3.321256660333914146e-03 2.374087379904188388e-03 1.697035629535981454e-03
-1.334998343444875557e+00 7.333801675105698914e-01 5.378464700978315971e-01 3.944459343353164393e-01 2.892788253966976364e-01 2.121513534266910028e-01 1.555875951136607704e-01 1.141048565670232523e-01 8.368223882289306526e-02 6.137089432559283270e-02 4.500819676077675441e-02 3.300811887976714404e-02 2.420749975325243303e-02 1.775330022405234923e-02 1.301991829218094969e-02 9.548549858093597839e-03 7.002717094411711404e-03 5.135653835728792166e-03 3.766386670323082237e-03 2.762193287191119437e-03
-1.320948285883653872e+00 7.793829217937524589e-01 6.074377387837665010e-01 4.734265996610820815e-01 3.689806064987353196e-01 2.875771831782151788e-01 2.241327452666544984e-01 1.746852338755800205e-01 1.361466879721745515e-01 1.061104034642957328e-01 8.270063628471671646e-02 6.445546354178494086e-02 5.023548750076703429e-02 3.915268102608134015e-02 3.051493093416609084e-02 2.378281602980492765e-02 1.853592064579265633e-02 1.444657999105501862e-02 1.125941772335562266e-02 8.775397882925266638e-03
-1.188204959766532731e+00 7.863059859350609582e-01 6.182771035173082463e-01 4.861549874622508316e-01 3.822665767337523612e-01 3.005784975086537858e-01 2.363466718344212625e-01 1.858408028192349015e-01 1.461277356877417610e-01 1.149011132824077769e-01 9.034743316455977336e-02 7.104072751116120854e-02 5.585974928720761901e-02 4.392285523736310510e-02 3.453680399249775546e-02 2.715649571436689474e-02 2.135331513722651953e-02 1.679023951195895981e-02 1.320226583353670616e-02 1.038102065281584947e-02
-1.016931486982580068e+00 8.629932355992222526e-01 7.447573246900147659e-01 6.427205333704563150e-01 5.546634726794280601e-01 4.786708249563204065e-01 4.130896840160038774e-01 3.564936030016315205e-01 3.076515679248025825e-01 2.655012220405992829e-01 2.291257586643643263e-01 1.977339798288862971e-01 1.706430870404419264e-01 1.472638298176706939e-01 1.270876889810848565e-01 1.096758159186140419e-01 9.464948724658941992e-02 8.168186724674152133e-02 7.049089890505161327e-02 6.083316892636815576e-02
-8.328425236073060400e-01 8.662892985816984526e-01 7.504571488371710730e-01 6.501129970817741688e-01 5.631859322408159230e-01 4.878819462119763917e-01 4.226469089746469621e-01 3.661344943233698634e-01 3.171783942739569429e-01 2.747682487008555885e-01 2.380287934395858562e-01 2.062017965110267970e-01 1.786304096658235252e-01 1.547456122947677148e-01 1.340544679334297884e-01 1.161299509977936628e-01 1.006021337942056837e-01 8.715055192040463417e-02 7.549759049413522216e-02 6.540275471377270111e-02
-4.919392363468313434e-01 9.489773067815627794e-01 9.005579287863882954e-01 8.546090378604891402e-01 8.110045831000296523e-01 7.696249450577702378e-01 7.303566075928310530e-01 6.930918464635634768e-01 6.577284338092529437e-01 6.241693577099601820e-01 5.923225560551759195e-01 5.621006639912120573e-01 5.334207742545086228e-01 5.062042097333795398e-01 4.803763076342718596e-01 4.558662146604428034e-01 4.326066926411727964e-01 4.105339340782994673e-01 3.895873871040642644e-01 3.697095893700810265e-01
-3.052117727518774970e-01 9.566529677142359134e-01 9.151849006364548567e-01 8.755143512011226425e-01 8.375634023529577865e-01 8.012575145097897700e-01 7.665253791591227772e-01 7.332987788008547003e-01 7.015124529610626825e-01 6.711039700136939290e-01 6.420136045584059481e-01 6.141842201137129864e-01 5.875611568950369623e-01 5.620921244572468778e-01 5.377270989908249366e-01 5.144182250699393943e-01 4.921197216594472290e-01 4.707877921962139722e-01 4.503805385681410867e-01 4.308578788219480371e-01
-2.451863104034822938e-01 9.670298390136766731e-01 9.351467095428174225e-01 9.043147719833601883e-01 8.744993683687585229e-01 8.456669834112024997e-01 8.177852068273167019e-01 7.908226969059863887e-01 7.647491452773576004e-01 7.395352428434099901e-01 7.151526468318030183e-01 6.915739489359632453e-01 6.687726445055972579e-01 6.467231027529984910e-01 6.254005379416576194e-01 6.047809815247879861e-01 5.848412552024490063e-01 5.655589448669808839e-01 5.469123754074614041e-01 5.288805863448649003e-01
-1.123414527564474130e-01 9.726843599648843375e-01 9.461148641202966614e-01 9.202711310601142669e-01 8.951333361093675167e-01 8.706821961167717783e-01 8.468989546626620735e-01 8.237653676709810746e-01 8.012636894142858290e-01 7.793766589010364676e-01 7.580874866347246943e-01 7.373798417346849599e-01 7.172378394087097764e-01 6.976460287678573069e-01 6.785893809741065930e-01 6.600532777117659178e-01 6.420234999737931547e-01 6.244862171544238727e-01 6.074279764397425563e-01 5.908356924880557859e-01
-1.976532205817586318e-01 9.762744547762417513e-01 9.531118110486480610e-01 9.304987136723152918e-01 9.084221243604339024e-01 8.868693141666578184e-01 8.658278561458333522e-01 8.452856181888557252e-01 8.252307560275236042e-01 8.056517064053563271e-01 7.865371804104380749e-01 7.678761569664429576e-01 7.496578764780899018e-01 7.318718346273623832e-01 7.145077763169159768e-01 6.975556897571820736e-01 6.810058006937581565e-01 6.648485667717567438e-01 6.490746720338625986e-01 6.336750215489270754e-01
2.986179448056403007e-03 9.834006771753127651e-01 9.670768918688636973e-01 9.510240703444372556e-01 9.352377147867418916e-01 9.197134020411740218e-01 9.044467823745012680e-01 8.894335782561172410e-01 8.746695831595272530e-01 8.601506603837275611e-01 8.458727418941501819e-01 8.318318271828458732e-01 8.180239821475883133e-01 8.044453379895843970e-01 7.910920901294805629e-01 7.779604971413648373e-01 7.650468797044610580e-01 7.523476195722270665e-01 7.398591585585627683e-01 7.275779975408477318e-01
